id,url,name,evolutions,altura,peso,types,types_defenses
701,'/pokedex/hawlucha','Hawlucha',,100.0 cm,25.0 kg,"Fighting, Flying","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '0'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '0'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
699,'/pokedex/aurorus','Aurorus',"[{'id': '0698', 'name': 'Amaura', 'url': '/pokedex/amaura'}, {'id': '0699', 'name': 'Aurorus', 'url': '/pokedex/aurorus', 'level': '39'}]",270.0 cm,225.0 kg,"Rock, Ice","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': '2'}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '4'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '4'}, {'type_against': 'Fairy', 'defense': 1}]"
698,'/pokedex/amaura','Amaura',"[{'id': '0698', 'name': 'Amaura', 'url': '/pokedex/amaura'}, {'id': '0699', 'name': 'Aurorus', 'url': '/pokedex/aurorus', 'level': '39'}]",130.0 cm,25.2 kg,"Rock, Ice","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': '2'}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '4'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': '2'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '4'}, {'type_against': 'Fairy', 'defense': 1}]"
697,'/pokedex/tyrantrum','Tyrantrum',"[{'id': '0696', 'name': 'Tyrunt', 'url': '/pokedex/tyrunt'}, {'id': '0697', 'name': 'Tyrantrum', 'url': '/pokedex/tyrantrum', 'level': '39'}]",250.0 cm,270.0 kg,"Rock, Dragon","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '¼'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '2'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': '2'}]"
696,'/pokedex/tyrunt','Tyrunt',"[{'id': '0696', 'name': 'Tyrunt', 'url': '/pokedex/tyrunt'}, {'id': '0697', 'name': 'Tyrantrum', 'url': '/pokedex/tyrantrum', 'level': '39'}]",80.0 cm,26.0 kg,"Rock, Dragon","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '¼'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '2'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': '2'}]"
695,'/pokedex/heliolisk','Heliolisk',"[{'id': '0694', 'name': 'Helioptile', 'url': '/pokedex/helioptile'}, {'id': '0695', 'name': 'Heliolisk', 'url': '/pokedex/heliolisk', 'item': 'Sun Stone'}]",100.0 cm,21.0 kg,"Electric, Normal","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '1.25'}, {'type_against': 'Water', 'defense': '0'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
694,'/pokedex/helioptile','Helioptile',"[{'id': '0694', 'name': 'Helioptile', 'url': '/pokedex/helioptile'}, {'id': '0695', 'name': 'Heliolisk', 'url': '/pokedex/heliolisk', 'item': 'Sun Stone'}]",50.0 cm,6.0 kg,"Electric, Normal","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '1.25'}, {'type_against': 'Water', 'defense': '0'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
693,'/pokedex/clawitzer','Clawitzer',"[{'id': '0692', 'name': 'Clauncher', 'url': '/pokedex/clauncher'}, {'id': '0693', 'name': 'Clawitzer', 'url': '/pokedex/clawitzer', 'level': '37'}]",130.0 cm,35.3 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
692,'/pokedex/clauncher','Clauncher',"[{'id': '0692', 'name': 'Clauncher', 'url': '/pokedex/clauncher'}, {'id': '0693', 'name': 'Clawitzer', 'url': '/pokedex/clawitzer', 'level': '37'}]",50.0 cm,8.3 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
691,'/pokedex/dragalge','Dragalge',"[{'id': '0690', 'name': 'Skrelp', 'url': '/pokedex/skrelp'}, {'id': '0691', 'name': 'Dragalge', 'url': '/pokedex/dragalge', 'level': '48'}]",180.0 cm,81.5 kg,"Poison, Dragon","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '¼'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '2'}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
690,'/pokedex/skrelp','Skrelp',"[{'id': '0690', 'name': 'Skrelp', 'url': '/pokedex/skrelp'}, {'id': '0691', 'name': 'Dragalge', 'url': '/pokedex/dragalge', 'level': '48'}]",50.0 cm,7.3 kg,"Poison, Water","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
689,'/pokedex/barbaracle','Barbaracle',"[{'id': '0688', 'name': 'Binacle', 'url': '/pokedex/binacle'}, {'id': '0689', 'name': 'Barbaracle', 'url': '/pokedex/barbaracle', 'level': '39'}]",130.0 cm,96.0 kg,"Rock, Water","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '¼'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '4'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
688,'/pokedex/binacle','Binacle',"[{'id': '0688', 'name': 'Binacle', 'url': '/pokedex/binacle'}, {'id': '0689', 'name': 'Barbaracle', 'url': '/pokedex/barbaracle', 'level': '39'}]",50.0 cm,31.0 kg,"Rock, Water","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '¼'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '4'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
687,'/pokedex/malamar','Malamar',"[{'id': '0686', 'name': 'Inkay', 'url': '/pokedex/inkay'}, {'id': '0687', 'name': 'Malamar', 'url': '/pokedex/malamar', 'level': '30'}]",150.0 cm,47.0 kg,"Dark, Psychic","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '0'}, {'type_against': 'Bug', 'defense': '4'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
686,'/pokedex/inkay','Inkay',"[{'id': '0686', 'name': 'Inkay', 'url': '/pokedex/inkay'}, {'id': '0687', 'name': 'Malamar', 'url': '/pokedex/malamar', 'level': '30'}]",40.0 cm,3.5 kg,"Dark, Psychic","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '0'}, {'type_against': 'Bug', 'defense': '4'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
685,'/pokedex/slurpuff','Slurpuff',"[{'id': '0684', 'name': 'Swirlix', 'url': '/pokedex/swirlix'}, {'id': '0685', 'name': 'Slurpuff', 'url': '/pokedex/slurpuff'}]",80.0 cm,5.0 kg,Fairy,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': 1}]"
684,'/pokedex/swirlix','Swirlix',"[{'id': '0684', 'name': 'Swirlix', 'url': '/pokedex/swirlix'}, {'id': '0685', 'name': 'Slurpuff', 'url': '/pokedex/slurpuff'}]",40.0 cm,3.5 kg,Fairy,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': 1}]"
683,'/pokedex/aromatisse','Aromatisse',"[{'id': '0682', 'name': 'Spritzee', 'url': '/pokedex/spritzee'}, {'id': '0683', 'name': 'Aromatisse', 'url': '/pokedex/aromatisse'}]",80.0 cm,15.5 kg,Fairy,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': 1}]"
682,'/pokedex/spritzee','Spritzee',"[{'id': '0682', 'name': 'Spritzee', 'url': '/pokedex/spritzee'}, {'id': '0683', 'name': 'Aromatisse', 'url': '/pokedex/aromatisse'}]",20.0 cm,0.5 kg,Fairy,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': 1}]"
679,'/pokedex/honedge','Honedge',"[{'id': '0679', 'name': 'Honedge', 'url': '/pokedex/honedge'}, {'id': '0680', 'name': 'Doublade', 'url': '/pokedex/doublade', 'level': '35'}, {'id': '0681', 'name': 'Aegislash', 'url': '/pokedex/aegislash', 'item': 'Dusk Stone'}]",80.0 cm,2.0 kg,"Steel, Ghost","[{'type_against': 'Normal', 'defense': '0'}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '0'}, {'type_against': 'Poison', 'defense': '0'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': '½'}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': '½'}]"
678,'/pokedex/meowstic','Meowstic',"[{'id': '0677', 'name': 'Espurr', 'url': '/pokedex/espurr'}, {'id': '0678', 'name': 'Meowstic', 'url': '/pokedex/meowstic', 'level': '25'}]",60.0 cm,8.5 kg,Psychic,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
676,'/pokedex/furfrou','Furfrou',,120.0 cm,28.0 kg,Normal,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
